Year,Quarter,NamedCost,Values,COICOP,CDID,Source,Websource,Grouptotal
2001,Q3,Food,12754000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2001,Q4,Food,14028000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2002,Q1,Food,12848000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2002,Q2,Food,13085000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2002,Q3,Food,12914000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2002,Q4,Food,14675000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2003,Q1,Food,13538000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2003,Q2,Food,14475000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2003,Q3,Food,13709000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2003,Q4,Food,14905000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2004,Q1,Food,14485000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2004,Q2,Food,14396000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2004,Q3,Food,13865000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2004,Q4,Food,15670000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2005,Q1,Food,14635000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2005,Q2,Food,14745000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2005,Q3,Food,14284000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2005,Q4,Food,16050000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2006,Q1,Food,15064000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2006,Q2,Food,15269000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2006,Q3,Food,14910000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2006,Q4,Food,16580000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2007,Q1,Food,15652000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2007,Q2,Food,15732000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2007,Q3,Food,15904000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2007,Q4,Food,17530000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2008,Q1,Food,16584000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2008,Q2,Food,17741000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2008,Q3,Food,16938000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2008,Q4,Food,17745000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2009,Q1,Food,17115000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2009,Q2,Food,18051000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2009,Q3,Food,17263000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2009,Q4,Food,18575000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2010,Q1,Food,16783000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2010,Q2,Food,18458000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2010,Q3,Food,17920000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2010,Q4,Food,19109000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2011,Q1,Food,18972000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2011,Q2,Food,19114000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2011,Q3,Food,19257000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2011,Q4,Food,20682000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2012,Q1,Food,19424000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2012,Q2,Food,19409000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2012,Q3,Food,19177000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2012,Q4,Food,21784000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2013,Q1,Food,20072000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2013,Q2,Food,20381000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2013,Q3,Food,20736000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2013,Q4,Food,21776000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2014,Q1,Food,20898000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2014,Q2,Food,20958000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2014,Q3,Food,20712000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2014,Q4,Food,21866000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2015,Q1,Food,20471000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2015,Q2,Food,20404000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2015,Q3,Food,20253000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2015,Q4,Food,21410000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2016,Q1,Food,21126000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2016,Q2,Food,21603000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2016,Q3,Food,21903000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2016,Q4,Food,23288000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2017,Q1,Food,22375000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2017,Q2,Food,23397000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2017,Q3,Food,22597000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2017,Q4,Food,24635000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2018,Q1,Food,23611000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2018,Q2,Food,23554000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2018,Q3,Food,23778000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2018,Q4,Food,25615000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2019,Q1,Food,24179000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2019,Q2,Food,24451000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2019,Q3,Food,24275000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2019,Q4,Food,26459000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2020,Q1,Food,26722000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2020,Q2,Food,27361000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2020,Q3,Food,26229000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2020,Q4,Food,27960000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2021,Q1,Food,27670000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2021,Q2,Food,27273000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2021,Q3,Food,26368000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2021,Q4,Food,28807000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2022,Q1,Food,26682000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2022,Q2,Food,27739000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2022,Q3,Food,28062000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
2022,Q4,Food,31165000000.0,01.1,ABZW,NDGCN,https://www.ons.gov.uk/search?q=ABZW,0
1997,Q1,Breadandcereals,2284000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1997,Q2,Breadandcereals,2280000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1997,Q3,Breadandcereals,2232000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1997,Q4,Breadandcereals,2496000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1998,Q1,Breadandcereals,2231000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1998,Q2,Breadandcereals,2352000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1998,Q3,Breadandcereals,2330000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1998,Q4,Breadandcereals,2469000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1999,Q1,Breadandcereals,2275000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1999,Q2,Breadandcereals,2432000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1999,Q3,Breadandcereals,2296000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1999,Q4,Breadandcereals,2369000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2000,Q1,Breadandcereals,2323000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2000,Q2,Breadandcereals,2389000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2000,Q3,Breadandcereals,2260000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2000,Q4,Breadandcereals,2462000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2001,Q1,Breadandcereals,2270000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2001,Q2,Breadandcereals,2331000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2001,Q3,Breadandcereals,2415000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2001,Q4,Breadandcereals,2636000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2002,Q1,Breadandcereals,2337000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2002,Q2,Breadandcereals,2435000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2002,Q3,Breadandcereals,2532000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2002,Q4,Breadandcereals,2819000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2003,Q1,Breadandcereals,2628000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2003,Q2,Breadandcereals,2664000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2003,Q3,Breadandcereals,2596000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2003,Q4,Breadandcereals,2806000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2004,Q1,Breadandcereals,2696000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2004,Q2,Breadandcereals,2678000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2004,Q3,Breadandcereals,2615000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2004,Q4,Breadandcereals,2887000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2005,Q1,Breadandcereals,2633000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2005,Q2,Breadandcereals,2693000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2005,Q3,Breadandcereals,2628000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2005,Q4,Breadandcereals,2966000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2006,Q1,Breadandcereals,2770000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2006,Q2,Breadandcereals,2785000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2006,Q3,Breadandcereals,2763000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2006,Q4,Breadandcereals,3025000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2007,Q1,Breadandcereals,2824000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2007,Q2,Breadandcereals,2871000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2007,Q3,Breadandcereals,2971000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2007,Q4,Breadandcereals,3228000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2008,Q1,Breadandcereals,3031000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2008,Q2,Breadandcereals,3240000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2008,Q3,Breadandcereals,3218000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2008,Q4,Breadandcereals,3394000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2009,Q1,Breadandcereals,3252000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2009,Q2,Breadandcereals,3414000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2009,Q3,Breadandcereals,3429000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2009,Q4,Breadandcereals,3739000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2010,Q1,Breadandcereals,3307000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2010,Q2,Breadandcereals,3585000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2010,Q3,Breadandcereals,3454000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2010,Q4,Breadandcereals,3669000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2011,Q1,Breadandcereals,3531000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2011,Q2,Breadandcereals,3523000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2011,Q3,Breadandcereals,3544000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2011,Q4,Breadandcereals,3909000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2012,Q1,Breadandcereals,3557000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2012,Q2,Breadandcereals,3493000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2012,Q3,Breadandcereals,3584000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2012,Q4,Breadandcereals,4314000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2013,Q1,Breadandcereals,3824000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2013,Q2,Breadandcereals,3965000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2013,Q3,Breadandcereals,3967000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2013,Q4,Breadandcereals,4118000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2014,Q1,Breadandcereals,4037000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2014,Q2,Breadandcereals,3899000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2014,Q3,Breadandcereals,3878000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2014,Q4,Breadandcereals,4250000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2015,Q1,Breadandcereals,4083000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2015,Q2,Breadandcereals,4061000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2015,Q3,Breadandcereals,3992000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2015,Q4,Breadandcereals,4342000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2016,Q1,Breadandcereals,4106000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2016,Q2,Breadandcereals,4194000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2016,Q3,Breadandcereals,4369000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2016,Q4,Breadandcereals,4634000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2017,Q1,Breadandcereals,4379000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2017,Q2,Breadandcereals,4544000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2017,Q3,Breadandcereals,4401000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2017,Q4,Breadandcereals,5014000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2018,Q1,Breadandcereals,4667000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2018,Q2,Breadandcereals,4552000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2018,Q3,Breadandcereals,4877000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2018,Q4,Breadandcereals,5279000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2019,Q1,Breadandcereals,4951000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2019,Q2,Breadandcereals,4950000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2019,Q3,Breadandcereals,4957000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2019,Q4,Breadandcereals,5483000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2020,Q1,Breadandcereals,5596000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2020,Q2,Breadandcereals,5632000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2020,Q3,Breadandcereals,5382000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2020,Q4,Breadandcereals,5559000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2021,Q1,Breadandcereals,5396000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2021,Q2,Breadandcereals,5518000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2021,Q3,Breadandcereals,5424000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2021,Q4,Breadandcereals,5982000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2022,Q1,Breadandcereals,5524000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2022,Q2,Breadandcereals,5682000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2022,Q3,Breadandcereals,5710000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
2022,Q4,Breadandcereals,6402000000.0,01.1.1,ADST,NDGCN,https://www.ons.gov.uk/search?q=ADST,0
1997,Q1,Meat,2724000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1997,Q2,Meat,2699000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1997,Q3,Meat,2598000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1997,Q4,Meat,2951000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1998,Q1,Meat,2672000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1998,Q2,Meat,2754000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1998,Q3,Meat,2648000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1998,Q4,Meat,2837000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1999,Q1,Meat,2757000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1999,Q2,Meat,2866000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1999,Q3,Meat,2739000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
1999,Q4,Meat,2793000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2000,Q1,Meat,2799000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2000,Q2,Meat,2698000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2000,Q3,Meat,2756000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2000,Q4,Meat,3014000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2001,Q1,Meat,2786000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2001,Q2,Meat,2799000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2001,Q3,Meat,2914000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2001,Q4,Meat,3087000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2002,Q1,Meat,2808000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2002,Q2,Meat,2791000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2002,Q3,Meat,2803000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2002,Q4,Meat,3217000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2003,Q1,Meat,3164000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2003,Q2,Meat,3258000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2003,Q3,Meat,3227000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2003,Q4,Meat,3441000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2004,Q1,Meat,3403000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2004,Q2,Meat,3181000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2004,Q3,Meat,3196000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2004,Q4,Meat,3575000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2005,Q1,Meat,3256000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2005,Q2,Meat,3364000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2005,Q3,Meat,3242000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2005,Q4,Meat,3577000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2006,Q1,Meat,3335000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2006,Q2,Meat,3285000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2006,Q3,Meat,3285000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2006,Q4,Meat,3594000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2007,Q1,Meat,3219000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2007,Q2,Meat,3245000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2007,Q3,Meat,3293000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2007,Q4,Meat,3789000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
2008,Q1,Meat,3459000000.0,01.1.2,CDCJ,NDGCN,https://www.ons.gov.uk/search?q=CDCJ,0
